Latitude,Longitude,City,Area,Address,Rooms,Floor/Total floors,Material,Total area,Live area,Kitchen,Toilet type,Price,Link,Seller,Comment
60.031598,30.431688,Санкт-Петербург,Калининский район,Руставели ул. 54,1,5/18,Б/М,40.0,19.0,10.0,Р,3500,http://www.bn.ru/detail/flats/1141240.html,частное,"евро, балкон, 2016г. п."
60.025601,30.381032,Санкт-Петербург,Калининский район,Светлановский пр. 48,1,9/12,БЛ,33.0,18.0,7.0,Р,3550,http://www.bn.ru/detail/flats/848875.html,Регион недвижимость,ПП ХС
59.98417,30.396627,Санкт-Петербург,Калининский район,Кондратьевский пр. 70,1,2/16,К/М,32.5,16.5,8.5,С,3600,http://www.bn.ru/detail/flats/1179729.html,Бекар,"ПП, Лдз, док. гот."
60.022787,30.426235,Санкт-Петербург,Калининский район,Лужская ул. 4 к. 1,1,5/9,КР,32.5,18.0,6.3,Р,3600,http://www.bn.ru/detail/flats/1178631.html,АЛЕКСАНДР,ПП. Отличное сост. Метро.
60.035544,30.43079,Санкт-Петербург,Калининский район,Руставели ул. 58 к. 1,1,6/9,К,37.5,18.4,7.4,Р,3600,http://www.bn.ru/detail/flats/1174644.html,Невский простор,89219311578 ВП метро
59.987951,30.375121,Санкт-Петербург,Калининский район,Кушелевская дор. 5 к. 4,1,2/22,К/М,35.1,15.6,9.8,С,3630,http://www.bn.ru/detail/flats/1154552.html,Бекар,89111157075 Дом сдан! Квар
59.976355,30.417225,Санкт-Петербург,Калининский район,М. Блюхера пр.,1,4/25,К/М,36.3,15.0,10.0,Р,3640,http://www.bn.ru/detail/flats/1163746.html,ГК ПЛЮС,низкая цена!
59.981069,30.378813,Санкт-Петербург,Калининский район,М. Блюхера пр. 12,1,16/24,БЛ,35.5,16.0,9.0,Р,3650,http://www.bn.ru/detail/flats/1168199.html,Home estate,ПП Без отделки
59.987434,30.376693,Санкт-Петербург,Калининский район,Кушелевская дор. 5 к. 8,1,13/25,К/М,35.5,17.4,9.0,С,3700,http://www.bn.ru/detail/flats/1183505.html,частное,ПП П/У зБ ЖК Кантемировск
60.034205,30.377241,Санкт-Петербург,Калининский район,Луначарского пр. 82 к. 1,1,5/9,ПН,36.3,21.0,7.0,Р,3700,http://www.bn.ru/detail/flats/1183508.html,Магазин квартир,ПП. Хор. состояние.
60.049954,30.352304,Санкт-Петербург,Калининский район,Просвещения пр. 46 к. 1,1,12/12,К,38.0,20.0,7.5,Р,3700,http://www.bn.ru/detail/flats/1127730.html,АН СОФИЯ,"ПП, воен. /субс, Б/3х лет"
59.988221,30.372642,Санкт-Петербург,Калининский район,Кушелевская дор. 5 к. 2,1,12/12,К/М,35.2,16.0,9.6,Р,3750,http://www.bn.ru/detail/flats/1174631.html,М два,"ПП, Л, 969-36-43, 3114905"
59.988797,30.371968,Санкт-Петербург,Калининский район,Кушелевская дор. 5,1,21/23,К/М,38.7,15.0,10.6,Р,3750,http://www.bn.ru/detail/flats/1175944.html,АРИН, 
60.041422,30.39898,Санкт-Петербург,Калининский район,Светлановский пр. 68 к. 1,1,5/14,К,39.5,21.0,8.0,Р,3750,http://www.bn.ru/detail/flats/1119277.html,АЛЕКСАНДР,"9431967 ВП, ОС, ипотека"
60.003079,30.399295,Санкт-Петербург,Калининский район,Бутлерова ул. 9 к. 2,1,13/21,К/М,25.8,19.1,0.0,С,3850,http://www.bn.ru/detail/flats/1133264.html,частное,"ПП, парк, ост-ся меб, техн"
59.978926,30.410856,Санкт-Петербург,Калининский район,Замшина ул. 29 к. 4,1,9/16,К,43.2,16.1,9.4,Р,3850,http://www.bn.ru/detail/flats/1071367.html,Невский простор,89219032037 ПП Б-3 лет
59.987407,30.368123,Санкт-Петербург,Калининский район,Кушелевская дор. 3 к. 1,1,18/25,К/М,36.5,15.0,11.0,Р,3850,http://www.bn.ru/detail/flats/1133296.html,ИнтерСервис,Собственность. П. П
59.988221,30.372642,Санкт-Петербург,Калининский район,Кушелевская дор. 5 к. 2,1,18/25,К/М,35.0,17.0,10.0,Р,3850,http://www.bn.ru/detail/flats/1147601.html,Золотой ключик,пп 89030950742 е/рем балк
59.969389,30.399546,Санкт-Петербург,Калининский район,Металлистов пр. 114 к. 2,1,8/9,К,35.0,20.0,6.3,С,3850,http://www.bn.ru/detail/flats/1166491.html,Время Недвижимости,(921) 343-0435 ПП. Вид на
59.98417,30.396627,Санкт-Петербург,Калининский район,Кондратьевский пр. 70 к. 1,1,6/16,К,33.5,17.1,9.3,С,3890,http://www.bn.ru/detail/flats/1183503.html,Адвекс,Лариса 7 911 901 44 07 ПП
60.035032,30.38608,Санкт-Петербург,Калининский район,Учительская ул. 3 к. 2,1,2/9,121,37.7,35.5,8.2,Р,3980,http://www.bn.ru/detail/flats/1163756.html,Мажордом,"т-9842450, Прямая продажа."
60.022207,30.372336,Санкт-Петербург,Калининский район,Веденеева ул. 4,1,3/16,К,40.0,18.0,8.0,Р,4000,http://www.bn.ru/detail/flats/1163724.html,АН СОФИЯ,"ПП, более 3х/л, ДГ"
60.042743,30.369605,Санкт-Петербург,Калининский район,Культуры пр. 16 к. 2,1,4/16,К,39.0,16.0,9.6,Р,4000,http://www.bn.ru/detail/flats/1183504.html,Дома и Квартиры,Зел зона от Культуры-100м
60.024958,30.377942,Санкт-Петербург,Калининский район,Светлановский пр. 44 к. 2,1,11/12,ПН,32.4,17.5,7.0,Р,4000,http://www.bn.ru/detail/flats/1183513.html,частное,"ХС, ремонт, ЗЛ, свободна"
60.038407,30.396716,Санкт-Петербург,Калининский район,Светлановский пр. 62 к. 1,1,4/9,606,32.0,16.0,8.0,Р,4000,http://www.bn.ru/detail/flats/1183515.html,АРИН,"ПП, ОС, ремонт, заст. б., меб."
60.035077,30.374268,Санкт-Петербург,Калининский район,Луначарского пр. 78 к. 5,1,5/26,К/М,31.0,16.3,9.0,С,4100,http://www.bn.ru/detail/flats/1154557.html,Итака,1-25023 ОС вид-парк
59.988797,30.371968,Санкт-Петербург,Калининский район,Кушелевская дор. 5,1,4/25,К/М,43.0,20.0,10.0,Р,4190,http://www.bn.ru/detail/flats/1157978.html,Агентство АТЛАНТ,9995415 ПУ дом сдан ключи
59.983328,30.412689,Санкт-Петербург,Калининский район,Замшина ул. 37,1,7/10,К,46.4,17.2,13.4,С,4200,http://www.bn.ru/detail/flats/1151163.html,Итака,1-25843 ПП отл. рем ЗЛдж
60.012327,30.431643,Санкт-Петербург,Калининский район,Карпинского ул. 33 к. 1,1,11/19,М,43.5,17.0,13.0,Р,4200,http://www.bn.ru/detail/flats/1154546.html,частное,ПП отл/сост Б
59.983333,30.400175,Санкт-Петербург,Калининский район,Кондратьевский пр. 85 к. 2,1,8/14,К,42.0,20.3,8.6,Р,4200,http://www.bn.ru/detail/flats/1178627.html,Экотон,"ВП, евро, Л-6м"
59.980745,30.388506,Санкт-Петербург,Калининский район,Кондратьевский пр. 62 к. 6,1,12/12,К,43.0,18.6,10.0,С,4350,http://www.bn.ru/detail/flats/1133286.html,Итака,1-23748 ПП 2лдж
60.032218,30.405241,Санкт-Петербург,Калининский район,Учительская ул. 18 к. 1,1,21/25,К/М,33.0,15.0,10.0,С,4350,http://www.bn.ru/detail/flats/1163754.html,ТРОИЦКИЙ ДОМ,89219856912 ПП ОС 3г
60.035149,30.404658,Санкт-Петербург,Калининский район,Брянцева ул. 7,1,20/25,К/М,33.0,15.0,9.0,С,4400,http://www.bn.ru/detail/flats/1178617.html,Гор. служба недвиж.,ПП Евро/ремонт Л
59.983734,30.385182,Санкт-Петербург,Калининский район,Лабораторный пр. 20,1,16/25,М,40.0,16.0,9.0,Р,4420,http://www.bn.ru/detail/flats/1174634.html,Экотон, 
60.032218,30.405241,Санкт-Петербург,Калининский район,Учительская ул. 18 к. 1,1,25/26,К,33.5,15.6,10.0,С,4500,http://www.bn.ru/detail/flats/1133349.html,ТРОИЦКИЙ ДОМ,89213333740 евро меб н/д
59.981568,30.393743,Санкт-Петербург,Калининский район,Кондратьевский пр. 64 к. 2,1,5/12,ИНД,43.8,18.0,10.7,С,4600,http://www.bn.ru/detail/flats/1171890.html,АН Панорама,"89117263216 ПП, ст/пак, з/л"
59.983734,30.385182,Санкт-Петербург,Калининский район,Лабораторный пр. 20 к. 3,1,9/24,К/М,38.0,16.0,9.0,Р,4600,http://www.bn.ru/detail/flats/1179730.html,АН СОФИЯ,ЖК
60.035149,30.404658,Санкт-Петербург,Калининский район,Брянцева ул. 7 к. 1,1,25/25,К/М,33.1,15.1,9.0,С,4700,http://www.bn.ru/detail/flats/1171885.html,Петербургская Недв.,ПП еврорем ХС
59.997748,30.375283,Санкт-Петербург,Калининский район,Непокоренных пр. 10,1,11/14,К,40.2,20.0,10.0,Р,4800,http://www.bn.ru/detail/flats/1094976.html,АН Панорама,89312601627 ПП ЕВРдом2003
60.042559,30.377124,Санкт-Петербург,Калининский район,Культуры пр. 19 к. 3,1,8/10,К/М,45.5,22.3,8.9,Р,4950,http://www.bn.ru/detail/flats/1100297.html,ЛГАИС,"Собств-ть!, Л, под чистовую"
59.980592,30.38688,Санкт-Петербург,Калининский район,Кондратьевский пр. 62/7,1,3/24,К,37.0,15.8,9.8,С,5000,http://www.bn.ru/detail/flats/1166483.html,частное,2014гп комфорт-класс рем.
60.014922,30.385541,Санкт-Петербург,Калининский район,Науки пр. 17 к. 2,1,16/17,К/М,39.0,19.0,9.5,Р,5000,http://www.bn.ru/detail/flats/1182426.html,Невский Дом,"ОС, с мебелью, большая ло"
60.014922,30.385541,Санкт-Петербург,Калининский район,Науки пр. 17 к. 2,1,17/17,К/М,43.2,19.0,9.1,С,5280,http://www.bn.ru/detail/flats/1179736.html,Маттис,"Вид, док готов."
60.035077,30.374268,Санкт-Петербург,Калининский район,Луначарского пр. 78 к. 5,1,25/26,К/М,45.9,20.4,10.5,С,5350,http://www.bn.ru/detail/flats/1113976.html,Невский Дом,"2011 г. п., евроремонт"
60.042559,30.377124,Санкт-Петербург,Калининский район,Культуры пр. 19 к. 3,1,7/9,К,50.0,19.0,14.0,С,5400,http://www.bn.ru/detail/flats/1141211.html,Агентство Митра,"ПП, Евро, СУС, заст. балкон."
59.999723,30.370063,Санкт-Петербург,Калининский район,Хлопина ул. 7 к. 4,1,7/9,К,40.6,17.0,12.0,Р,5450,http://www.bn.ru/detail/flats/1179748.html,Петербургская Недв.,ВПП б3л ХС з/л метро ДГ
60.028074,30.406149,Санкт-Петербург,Калининский район,Ушинского ул. 3,1,1/9,К,79.4,15.1,24.3,Р,5500,http://www.bn.ru/detail/flats/1168212.html,Большой Дом,"ПП, 8911 720 21 78"
60.03998,30.415105,Санкт-Петербург,Калининский район,Ушинского ул. 33 к. 3,1,16/17,К/М,46.5,21.5,10.0,С,5812,http://www.bn.ru/detail/flats/1179747.html,АН Панорама,9213565602 отл. сост ПП
60.012993,30.39439,Санкт-Петербург,Калининский район,Науки пр. 19 к. 2,1,6/10,К,43.0,20.0,10.0,С,5900,http://www.bn.ru/detail/flats/1183512.html,Петербургская Недв.,ПП х/дом ХС зЛ парковка
59.963751,30.399214,Санкт-Петербург,Калининский район,Жукова ул. 1,1,7/14,К/М,49.7,0.0,13.6,Р,5962,http://www.bn.ru/detail/flats/1183500.html,Экотон,комфорт-класса
60.014077,30.391497,Санкт-Петербург,Калининский район,Науки пр. 17 к. 6,1,3/23,К/М,42.0,18.0,10.5,Р,6200,http://www.bn.ru/detail/flats/1179737.html,Итака,"ПП, 9148092"
60.012993,30.39439,Санкт-Петербург,Калининский район,Науки пр. 19 к. 2,1,11/12,К,65.6,26.8,17.7,Р,7260,http://www.bn.ru/detail/flats/1160634.html,АН Панорама,"ПП, ДГ, ОС/Лодж. более3-лет"
59.954561,30.359095,Санкт-Петербург,Калининский район,Комсомола ул. 14,1,7/8,СФ,44.2,39.5,0.0,С,7700,http://www.bn.ru/detail/flats/1147593.html,Петербургская Недв.,ПП бизнес-класс ремонт
59.969668,30.400238,Санкт-Петербург,Калининский район,Металлистов пр. 112,2,1/5,БЛ,45.8,30.5,6.3,С,3100,http://www.bn.ru/detail/flats/1183850.html,Дома и Квартиры,ПП окна в парк ТЕЛ: 8-911
60.012471,30.426217,Санкт-Петербург,Калининский район,Карпинского ул. 36 к. 3,2,3/3,ПН,45.2,28.6,5.8,С,3150,http://www.bn.ru/detail/flats/1180102.html,Итака,"1-27108 ВП, балкон"
59.994414,30.435299,Санкт-Петербург,Калининский район,Пискаревский пр. 56 к. 1,2,2/5,БР,45.4,31.7,5.6,Р,3200,http://www.bn.ru/detail/flats/1168641.html,Экотон,"ПП, Б, менее 3 лет, зелень"
59.984998,30.420971,Санкт-Петербург,Калининский район,Мечникова пр. 3 к. 2,2,1/5,ХР,45.3,26.0,6.4,С,3200,http://www.bn.ru/detail/flats/1168638.html,АЛЬТАИР,89643929018 Роман. Прод.
59.98742,30.414108,Санкт-Петербург,Калининский район,Брюсовская ул. 24,2,1/5,БЛ,46.0,30.0,7.0,С,3200,http://www.bn.ru/detail/flats/1151617.html,Арис-Дом,ПП свободна дг
59.988005,30.419004,Санкт-Петербург,Калининский район,Брюсовская ул. 11,2,2/5,БР,41.6,26.5,7.0,Р,3250,http://www.bn.ru/detail/flats/1164255.html,ЛАН,"ПП, более3-х, хс"
59.97432,30.398935,Санкт-Петербург,Калининский район,Замшина ул. 30,2,3/5,ХР,45.3,28.5,6.2,С,3255,http://www.bn.ru/detail/flats/1180099.html,Петербургская Недв.,ПП торг срочно
60.014774,30.414979,Санкт-Петербург,Калининский район,Софьи Ковалевской ул. 11 к. 2,2,1/5,ХР,45.8,26.5,6.4,С,3300,http://www.bn.ru/detail/flats/1175093.html,Юсон,ПП
60.009215,30.433476,Санкт-Петербург,Калининский район,Руставели ул. 30,2,1/5,ПН,46.0,28.8,6.5,С,3300,http://www.bn.ru/detail/flats/1135112.html,АЛЕКСАНДР,89119117035 ПП б. 5 лет ДГ
59.983878,30.409437,Санкт-Петербург,Калининский район,Замшина ул. 68,2,5/5,ХР,45.0,30.0,6.5,Р,3350,http://www.bn.ru/detail/flats/1166904.html,Центральное Бюро,89052365340 ппхсзелдв 2ст
59.975094,30.399636,Санкт-Петербург,Калининский район,Замшина ул. 38,2,2/5,БЛ,42.5,27.5,6.0,С,3350,http://www.bn.ru/detail/flats/1182725.html,частное,пп 3г окна-двор балкон
59.967475,30.398289,Санкт-Петербург,Калининский район,Полюстровский пр. 35,2,3/5,ПН,45.3,24.9,6.5,С,3390,http://www.bn.ru/detail/flats/1183851.html,4ROOMS,"Окна в сад, пп. д. г"
60.017355,30.416318,Санкт-Петербург,Калининский район,Софьи Ковалевской ул. 15 к. 1,2,1/5,БР,45.6,27.7,6.3,С,3430,http://www.bn.ru/detail/flats/1182740.html,РусланD,8 (904) 3321775 ХС
59.994414,30.435299,Санкт-Петербург,Калининский район,Пискаревский пр. 56 к. 1,2,5/5,ПН,45.0,31.6,5.4,Р,3435,http://www.bn.ru/detail/flats/1182736.html,Петербургская Недв.,ПП
59.965741,30.404244,Санкт-Петербург,Калининский район,Полюстровский пр. 15,2,2/5,ПН,46.0,33.0,6.5,С,3450,http://www.bn.ru/detail/flats/1135104.html,Гарант-Сервис,ПП 982-55-39 Б
59.973766,30.404837,Санкт-Петербург,Калининский район,Антоновская ул. 10,2,1/5,ПН,42.0,27.0,7.0,С,3450,http://www.bn.ru/detail/flats/1182720.html,Динас,(921) 6517191 пп. тихо!
59.984323,30.409257,Санкт-Петербург,Калининский район,Замшина ул. 70,2,4/5,ПН,46.2,31.6,6.8,Р,3500,http://www.bn.ru/detail/flats/1172308.html,Итака,1-26778 ппторгхс
60.029607,30.407155,Санкт-Петербург,Калининский район,Ушинского ул. 7 к. 1,2,1/5,ПН,45.0,30.2,7.3,Р,3500,http://www.bn.ru/detail/flats/1168644.html,Петербургская Недв.,ПП более 3х лет
60.012233,30.414332,Санкт-Петербург,Калининский район,Софьи Ковалевской ул. 5 к. 4,2,2/5,БЛ,45.7,31.3,6.4,С,3500,http://www.bn.ru/detail/flats/1135131.html,частное,"Б, своб, ПП, н/проп торг"
59.967475,30.398289,Санкт-Петербург,Калининский район,Полюстровский пр. 35,2,2/5,ПН,45.6,30.5,6.3,С,3500,http://www.bn.ru/detail/flats/1017875.html,Результат,(921) 795-38-91 ХС Б
59.971159,30.38767,Санкт-Петербург,Калининский район,Кондратьевский пр. 33,2,6/6,К,44.0,28.0,5.4,Р,3500,http://www.bn.ru/detail/flats/1172309.html,ТРОИЦКИЙ ДОМ,89633197467 б ок дв впп
60.012723,30.428741,Санкт-Петербург,Калининский район,Карпинского ул. 36,2,4/5,ПН,45.0,28.5,6.0,Р,3500,http://www.bn.ru/detail/flats/1183845.html,Агентство Аркада,ХС.
59.984386,30.411566,Санкт-Петербург,Калининский район,Замшина ул. 39 к. 1,2,1/5,БР,46.0,31.0,6.7,С,3590,http://www.bn.ru/detail/flats/1135049.html,Октава,Отл. кв. фотоemls 913-2802
59.983423,30.410604,Санкт-Петербург,Калининский район,Замшина ул. 35,2,4/5,ПН,46.0,31.0,6.5,С,3590,http://www.bn.ru/detail/flats/1180100.html,Итака,"1-27143 ВП, док. гот."
60.036011,30.378229,Санкт-Петербург,Калининский район,Д. Бедного ул. 4 к. 1,2,5/5,ПН,44.0,27.0,7.1,Р,3590,http://www.bn.ru/detail/flats/1148216.html,Петербургская Недв.,Б/3 ЛЕТ лоджия изол/комн
59.97939,30.399025,Санкт-Петербург,Калининский район,Кондратьевский пр. 77 к. 3,2,5/5,БЛ,45.0,29.7,7.0,Р,3600,http://www.bn.ru/detail/flats/1135059.html,Легенда,"б/лифта, балкон"
60.043871,30.42124,Санкт-Петербург,Калининский район,Суздальский пр. 105 к. 1,2,6/9,КР,46.0,29.6,6.3,Р,3650,http://www.bn.ru/detail/flats/1179042.html,Аттика,"ПП хс ст/п, ванна кафель"
59.985971,30.401693,Санкт-Петербург,Калининский район,Кондратьевский пр. 89,2,2/9,606,49.6,30.6,6.0,Р,3650,http://www.bn.ru/detail/flats/997123.html,Антарес трейд,"более 3х лет, треб. рем"
59.978575,30.40393,Санкт-Петербург,Калининский район,Замшина ул. 52,2,1/5,БР,44.6,27.2,7.2,Р,3650,http://www.bn.ru/detail/flats/1151621.html,Итака,1-25821 ВП1ккв хс 3г
60.047703,30.39439,Санкт-Петербург,Калининский район,Тимуровская ул. 6 к. 3,2,4/5,ПН,46.0,32.0,7.1,Р,3670,http://www.bn.ru/detail/flats/1082070.html,КС Дома-Инвест,ПП ДГ
60.007609,30.395369,Санкт-Петербург,Калининский район,Гражданский пр. 31 к. 3,2,5/5,К,43.1,27.9,5.0,Р,3680,http://www.bn.ru/detail/flats/1182723.html,частное,ПП Б зел двор метро 7мин
60.01114,30.410865,Санкт-Петербург,Калининский район,Софьи Ковалевской ул. 1 к. 2,2,5/5,БЛ,44.0,27.0,5.5,С,3700,http://www.bn.ru/detail/flats/1135130.html,Воронин и К,"89052255886 Б, бол 3 лет"
60.041669,30.425391,Санкт-Петербург,Калининский район,Гражданский пр. 130 к. 1,2,1/9,ПН,51.2,32.0,7.9,Р,3700,http://www.bn.ru/detail/flats/1158738.html,АН Панорама,Прямая продажа
59.985971,30.401693,Санкт-Петербург,Калининский район,Кондратьевский пр. 89,2,4/9,606,50.0,30.8,6.0,Р,3750,http://www.bn.ru/detail/flats/1175079.html,АЛЬМАС,ПП ДГ 2хстор ХС торг Све
59.96484,30.381005,Санкт-Петербург,Калининский район,Кондратьевский пр. 26,2,5/5,К,59.3,31.5,15.3,Р,3750,http://www.bn.ru/detail/flats/1182730.html,Петербургская Недв.,лифт. парковка. треб. ремонт
60.002436,30.422759,Санкт-Петербург,Калининский район,Верности ул. 34,2,3/5,ПН,43.9,29.7,7.0,Р,3750,http://www.bn.ru/detail/flats/1168626.html,Итака,1-26600 Светлая 2-х к. кв
60.006732,30.418393,Санкт-Петербург,Калининский район,Науки пр. 59,2,1/5,ПН,42.5,27.5,5.2,Р,3790,http://www.bn.ru/detail/flats/1135091.html,частное,рем встр/кух торг
60.007663,30.429451,Санкт-Петербург,Калининский район,Руставели ул. 22 к. 3,2,1/5,ПН,45.9,30.8,6.5,С,3800,http://www.bn.ru/detail/flats/1135111.html,Экотон,"ст/пак. кафель, тепл. пол"
59.977683,30.426684,Санкт-Петербург,Калининский район,Бестужевская ул. 53,2,3/5,БЛ,48.0,32.0,5.5,Р,3800,http://www.bn.ru/detail/flats/1183842.html,Колвэй,7005005 ремонт тихо
60.040002,30.391389,Санкт-Петербург,Калининский район,Ольги Форш ул. 13,2,9/9,ПН,44.0,26.7,6.2, ,3848,http://www.bn.ru/detail/flats/1158759.html,ТРЕНД,"ПР, ХС, Торг!"
59.973293,30.39395,Санкт-Петербург,Калининский район,Федосеенко ул. 24,2,5/5,БЛ,44.0,29.0,6.0,Р,3850,http://www.bn.ru/detail/flats/981101.html,ЛАН,П/П х/с заст. лоджия торг
60.043875,30.410281,Санкт-Петербург,Калининский район,Тимуровская ул. 26 к. 2,2,2/9,КР,47.0,30.0,6.3,Р,3850,http://www.bn.ru/detail/flats/1183855.html,Итака,1-27279 3гБ/переплТихо
60.027278,30.415357,Санкт-Петербург,Калининский район,Гражданский пр. 107 к. 2,2,5/5,БР,45.0,30.0,7.2,Р,3850,http://www.bn.ru/detail/flats/927971.html,Итака,1-18467 Прямая продажа. Хо
60.038146,30.425427,Санкт-Петербург,Калининский район,Гражданский пр. 125,2,5/5,БР,45.0,27.0,7.2,Р,3860,http://www.bn.ru/detail/flats/1176320.html,Время Недвижимости,"(921) 376-8266 Галина, зел."
59.989909,30.430565,Санкт-Петербург,Калининский район,Пискаревский пр. 50,2,5/5,ПН,46.0,27.0,0.0,Р,3890,http://www.bn.ru/detail/flats/1161162.html,АРИН, 
60.021618,30.402951,Санкт-Петербург,Калининский район,Северный пр. 67,2,3/5,ПН,44.2,33.7,5.3,Р,3900,http://www.bn.ru/detail/flats/1180114.html,Петербургская Недв.,ПП ХС ДГ
60.023547,30.422956,Санкт-Петербург,Калининский район,Черкасова ул. 3,2,2/5,БР,45.0,30.5,0.0,Р,3950,http://www.bn.ru/detail/flats/1182743.html,частное,"ПП, Бол3л, Бал, ДГ, Тр. косм."
59.976855,30.371932,Санкт-Петербург,Калининский район,Полюстровский пр. 71,2,9/10,К,50.0,28.0,9.0,Р,3950,http://www.bn.ru/detail/flats/1114563.html,АЛЕКСАНДР,"8950-009-0232, ст/пак, ХС"
59.967799,30.409589,Санкт-Петербург,Калининский район,Пискаревский пр. 16,2,6/9,606,50.0,31.2,5.6,Р,3970,http://www.bn.ru/detail/flats/1161161.html,АН Касабланка,хс ст/п Б 89217503579
60.033845,30.401666,Санкт-Петербург,Калининский район,Брянцева ул. 2,2,3/5,БР,45.1,30.0,7.3,Р,3990,http://www.bn.ru/detail/flats/1151618.html,ГЦН,"Состояние хорошее, комнат"
60.023304,30.395692,Санкт-Петербург,Калининский район,Северный пр. 61 к. 2,2,3/5,БЛ,44.0,30.0,6.0,Р,3999,http://www.bn.ru/detail/flats/1183853.html,Елисеевский квартал,"973-56-27, зел. двор, балкон"
60.035194,30.389467,Санкт-Петербург,Калининский район,Учительская ул. 6 к. 1,2,7/9,КР,45.0,27.0,6.2,Р,4000,http://www.bn.ru/detail/flats/1114577.html,ЦАН,"кв с рем, стеклопак"
60.049406,30.380394,Санкт-Петербург,Калининский район,Культуры пр. 29,2,7/9,КР,45.2,26.9,6.2,Р,4000,http://www.bn.ru/detail/flats/1172312.html,Экотон,"ПП, 3 л., во дворе"
60.040986,30.377618,Санкт-Петербург,Калининский район,Культуры пр. 15 к. 6,2,6/9,КР,43.8,26.9,6.2,Р,4000,http://www.bn.ru/detail/flats/1172311.html,Динас,"89650080794 ПП, ХС"
59.978642,30.408763,Санкт-Петербург,Калининский район,Замшина ул. 27 к. 4,2,1/9,БЛ,45.5,28.2,8.1,Р,4000,http://www.bn.ru/detail/flats/1180098.html,Петербургская Недв.,Хор/сост более 3х лет
60.034205,30.377241,Санкт-Петербург,Калининский район,Луначарского пр. 82 к. 1,2,6/9,504,45.7,28.2,7.2,Р,4050,http://www.bn.ru/detail/flats/1176326.html,АстрА-Н,ПП ст/пак зл-4м
60.027399,30.372381,Санкт-Петербург,Калининский район,Ак. Байкова ул. 9,2,4/9,504,45.6,28.0,7.0,Р,4080,http://www.bn.ru/detail/flats/1158725.html,Большой Проспект,"89218967846, ПП, Б-3, 4"
60.027399,30.405763,Санкт-Петербург,Калининский район,Луначарского пр. 100,2,6/9,504,52.0,29.0,7.0,Р,4100,http://www.bn.ru/detail/flats/1180108.html,Пет. квартиры,ПП холл+гарде
60.018183,30.398585,Санкт-Петербург,Калининский район,Гражданский пр. 90 к. 2,2,2/9,606,44.6,27.5,7.0,Р,4100,http://www.bn.ru/detail/flats/1164263.html,М16 - Недвижимость,9240616 ХС отл место ВПП
59.976355,30.417225,Санкт-Петербург,Калининский район,М. Блюхера пр.,2,10/17,К/М,58.0,31.0,13.0,Р,4138,http://www.bn.ru/detail/flats/1135078.html,ЛенРегионСтрой,"новый дом, переуступка"
60.026586,30.424447,Санкт-Петербург,Калининский район,Черкасова ул. 13,2,3/5,БР,44.5,28.5,7.4,Р,4150,http://www.bn.ru/detail/flats/1175098.html,ДАРКО,"967-00-87, 2стор, ПП, док. го"
60.050116,30.386539,Санкт-Петербург,Калининский район,Суздальский пр. 63 к. 3,2,3/9,КР,46.7,29.7,6.2,Р,4150,http://www.bn.ru/detail/flats/1126162.html,Аттика,ОС рем. ст/пак ВП
60.043709,30.38485,Санкт-Петербург,Калининский район,Д. Бедного ул. 22 к. 2,2,1/5,ПН,44.3,27.1,7.1,Р,4150,http://www.bn.ru/detail/flats/1144700.html,Адмирал,ОС с/пак парк Сосновка
60.038407,30.396716,Санкт-Петербург,Калининский район,Светлановский пр. 62 к. 1,2,2/9,БЛ,48.6,30.0,5.6,Р,4190,http://www.bn.ru/detail/flats/1172315.html,частное,ПП (921) 417-2646
60.042114,30.419803,Санкт-Петербург,Калининский район,Ушинского ул. 39 к. 3,2,3/9,КР,46.4,29.5,6.2,Р,4200,http://www.bn.ru/detail/flats/1180117.html,Итака,"1-26925 ПП, ст/пак"
60.035328,30.411323,Санкт-Петербург,Калининский район,Ушинского ул. 23 к. 1,2,2/5,БЛ,44.5,27.0,7.1,Р,4200,http://www.bn.ru/detail/flats/1135142.html,АРИН,"ВП, ХС, вх, окна-двор"
60.044752,30.413021,Санкт-Петербург,Калининский район,Суздальский пр. 93 к. 3,2,4/5,БР,42.0,30.0,6.0,Р,4200,http://www.bn.ru/detail/flats/1172319.html,Экотон,"ОС, ВПП, зел двор"
60.022013,30.395836,Санкт-Петербург,Калининский район,Вавиловых ул. 15 к. 3,2,2/5,ПН,47.0,30.5,5.5,Р,4200,http://www.bn.ru/detail/flats/1168624.html,Итака,"9584676, ХС, ВП, Зл-5м"
60.023556,30.380349,Санкт-Петербург,Калининский район,Светлановский пр. 79,2,3/9,ПН,46.0,28.6,7.0,Р,4230,http://www.bn.ru/detail/flats/1166920.html,Воронин и К,"9363323 ДГ, ПП. 504 серия."
60.049406,30.380394,Санкт-Петербург,Калининский район,Культуры пр. 29 к. 1,2,3/9,606,51.7,30.3,8.0,Р,4250,http://www.bn.ru/detail/flats/1182733.html,частное,"ок-дв, б/б, ст/пак, ВП"
59.976814,30.391183,Санкт-Петербург,Калининский район,Кондратьевский пр. 58,2,5/5,К,43.0,29.0,6.0,Р,4250,http://www.bn.ru/detail/flats/1148219.html,частное,"Отл. сост, ПП, кухня, балк"
60.005329,30.418132,Санкт-Петербург,Калининский район,Карпинского ул. 14,2,8/9,К,43.4,28.0,8.0,Р,4280,http://www.bn.ru/detail/flats/1182726.html,АН-СОВЕТНИК СПб,ПП ХС Балкон
